Initializing...
It is recommended that this program runs with GNU screen!
create db.txt file based on date
all friends of top12k twitter accounts and their profile are stored in the db, now we start to find their most followed friends
query to find number of followers of friends and to store the output in friends file.
         269257 function calls (260423 primitive calls) in 0.892 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:36(<dictcomp>)
        1    0.000    0.000    0.000    0.000 extras.py:1522(__init__)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:794(ZipExtFile)
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        1    0.000    0.000    0.000    0.000 cp949prober.py:34(CP949Prober)
        1    0.000    0.000    0.000    0.000 read_preferences.py:245(__init__)
        1    0.000    0.000    0.000    0.000 results.py:162(BulkWriteResult)
        1    0.000    0.000    0.000    0.000 cursor.py:1089(MySQLCursorPrepared)
        1    0.000    0.000    0.000    0.000 _collections.py:30(RecentlyUsedContainer)
        1    0.000    0.000    0.000    0.000 arrayterator.py:20(Arrayterator)
        1    0.000    0.000    0.000    0.000 aggregation.py:208(_DatabaseAggregationCommand)
        1    0.000    0.000    0.000    0.000 tz_util.py:31(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6348(MaskedConstant)
        1    0.000    0.000    0.000    0.000 models.py:272(PreparedRequest)
        1    0.000    0.000    0.000    0.000 constants.py:151(FieldType)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
       36    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        4    0.000    0.000    0.000    0.000 getlimits.py:521(max)
        1    0.000    0.000    0.000    0.000 _globals.py:67(__new__)
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        8    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
       13    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 hebrewprober.py:128(HebrewProber)
        1    0.000    0.000    0.000    0.000 zipfile.py:774(_Tellable)
        1    0.000    0.000    0.000    0.000 cookiejar.py:867(DefaultCookiePolicy)
        1    0.000    0.000    0.000    0.000 warnings.py:458(__enter__)
        1    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 _version.py:18(NumpyVersion)
       10    0.000    0.000    0.000    0.000 abstracts.py:356(can_consume_results)
        1    0.000    0.000    0.000    0.000 network.py:90(BaseMySQLSocket)
        1    0.000    0.000    0.000    0.000 subprocess.py:426(__init__)
        5    0.000    0.000    0.000    0.000 dbapi.py:46(__init__)
        2    0.000    0.000    0.000    0.000 arrayprint.py:1562(set_string_function)
        2    0.000    0.000    0.000    0.000 contextlib.py:381(_exit_wrapper)
        2    0.000    0.000    0.000    0.000 __init__.py:717(__init__)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:452(_setdef)
        8    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        1    0.000    0.000    0.000    0.000 version.py:29(<module>)
        5    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
        3    0.000    0.000    0.000    0.000 {method 'get_proto_info' of '_mysql_connector.MySQL' objects}
        1    0.000    0.000    0.000    0.000 api.py:30(Twython)
        6    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        1    0.000    0.000    0.000    0.000 cursor_cext.py:641(CMySQLCursorBuffered)
        9    0.000    0.000    0.000    0.000 _pytesttester.py:77(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        5    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 traceback.py:318(StackSummary)
        1    0.000    0.000    0.000    0.000 monitor.py:327(_RttMonitor)
        1    0.000    0.000    0.000    0.000 implicit.py:18(ImplicitGrant)
        1    0.000    0.000    0.000    0.000 _iotools.py:276(NameValidator)
        1    0.000    0.000    0.000    0.000 codingstatemachine.py:33(CodingStateMachine)
        1    0.000    0.000    0.000    0.000 client_session.py:831(_ServerSession)
        1    0.000    0.000    0.000    0.000 read_preferences.py:233(Primary)
        3    0.000    0.000    0.000    0.000 index_tricks.py:312(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2607(MaskedIterator)
        1    0.000    0.000    0.000    0.000 cookies.py:171(RequestsCookieJar)
        1    0.000    0.000    0.000    0.000 __init__.py:1911(__init__)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
       14    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:28(is_prod_appengine)
        1    0.000    0.000    0.000    0.000 read_preferences.py:95(_ServerMode)
        1    0.000    0.000    0.000    0.000 inspect.py:2600(BoundArguments)
        5    0.000    0.000    0.000    0.000 {method 'affected_rows' of '_mysql_connector.MySQL' objects}
       13    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 results.py:56(InsertOneResult)
        8    0.000    0.000    0.000    0.000 getlimits.py:92(_register_type)
       36    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 periodic_executor.py:24(PeriodicExecutor)
        1    0.000    0.000    0.000    0.000 base.py:32(Client)
        2    0.000    0.000    0.000    0.000 abstracts.py:763(get_warnings)
       28    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        3    0.000    0.000    0.000    0.000 __init__.py:249(<listcomp>)
        1    0.000    0.000    0.000    0.000 zipfile.py:2180(CompleteDirs)
        1    0.000    0.000    0.000    0.000 cursor.py:129(CursorBase)
        1    0.000    0.000    0.000    0.000 tokens.py:28(OAuth2Token)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 langbulgarianmodel.py:37(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:148(Calendar)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
       15    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
       16    0.000    0.000    0.000    0.000 _dtype.py:36(_kind_name)
        1    0.000    0.000    0.000    0.000 structures.py:89(LookupDict)
        1    0.000    0.000    0.000    0.000 connectionpool.py:108(HTTPConnectionPool)
        1    0.000    0.000    0.000    0.000 parse.py:143(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 message.py:1478(_OpReply)
        1    0.000    0.000    0.000    0.000 <string>:1(__new__)
        1    0.000    0.000    0.000    0.000 __init__.py:1184(BSON)
        1    0.000    0.000    0.000    0.000 constants.py:386(ClientFlag)
       26    0.000    0.000    0.000    0.000 __init__.py:793(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:6532(_extrema_operation)
        1    0.000    0.000    0.000    0.000 auth.py:63(_Cache)
        1    0.000    0.000    0.000    0.000 cookies.py:25(MockRequest)
       16    0.000    0.000    0.000    0.000 _inspect.py:145(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:849(Handler)
        1    0.000    0.000    0.000    0.000 constants.py:313(ServerCmd)
        1    0.000    0.000    0.000    0.000 __init__.py:1261(__init__)
        1    0.000    0.000    0.000    0.000 adapters.py:84(HTTPAdapter)
        1    0.000    0.000    0.000    0.000 auth.py:79(HTTPBasicAuth)
        1    0.000    0.000    0.000    0.000 queue.py:255(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        1    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        1    0.000    0.000    0.000    0.000 threading.py:341(notify)
       18    0.000    0.000    0.000    0.000 enum.py:893(<lambda>)
        1    0.000    0.000    0.000    0.000 aggregation.py:25(_AggregationCommand)
        1    0.000    0.000    0.000    0.000 charsetprober.py:35(CharSetProber)
        1    0.000    0.000    0.000    0.000 decimal128.py:141(Decimal128)
        1    0.000    0.000    0.000    0.000 threading.py:573(Barrier)
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
        1    0.000    0.000    0.000    0.000 __init__.py:1303(SelectElement)
        1    0.000    0.000    0.000    0.000 request.py:611(BaseHandler)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:63(<setcomp>)
        1    0.000    0.000    0.000    0.000 url.py:82(Url)
        1    0.000    0.000    0.000    0.000 pathlib.py:135(<setcomp>)
        5    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        1    0.000    0.000    0.000    0.000 operations.py:25(InsertOne)
        5    0.000    0.000    0.000    0.000 {method 'st_warning_count' of '_mysql_connector.MySQL' objects}
       13    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 raw_bson.py:25(RawBSONDocument)
        1    0.000    0.000    0.000    0.000 server_selectors.py:20(Selection)
        1    0.000    0.000    0.000    0.000 monitoring.py:933(_ServerEvent)
        3    0.000    0.000    0.000    0.000 {method 'get_server_info' of '_mysql_connector.MySQL' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:1121(FileHandler)
        4    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 configparser.py:297(ParsingError)
        1    0.000    0.000    0.000    0.000 errors.py:16(OAuth2Error)
       16    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        8    0.000    0.000    0.000    0.000 six.py:185(__get_module)
        1    0.000    0.000    0.000    0.000 langcyrillicmodel.py:30(<module>)
        1    0.000    0.000    0.000    0.000 request.py:1082(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 codec_options.py:59(TypeDecoder)
        1    0.000    0.000    0.000    0.000 operations.py:371(IndexModel)
        1    0.000    0.000    0.000    0.000 constants.py:252(FieldFlag)
        1    0.000    0.000    0.000    0.000 common.py:800(BaseObject)
        1    0.000    0.000    0.000    0.000 subprocess.py:99(CalledProcessError)
        1    0.000    0.000    0.000    0.000 configparser.py:360(Interpolation)
        6    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 read_preferences.py:287(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6152(mvoid)
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 threading.py:900(_set_native_id)
        1    0.000    0.000    0.000    0.000 py3compat.py:46(iteritems)
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
       21    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 core.py:828(_DomainTan)
        1    0.000    0.000    0.000    0.000 core.py:1335(make_mask_descr)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
        1    0.000    0.000    0.000    0.000 zipfile.py:2248(Path)
        1    0.000    0.000    0.000    0.000 sbcharsetprober.py:33(SingleByteCharSetProber)
       15    0.000    0.000    0.000    0.000 {built-in method builtins.id}
       15    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 random.py:103(__init_subclass__)
        1    0.000    0.000    0.000    0.000 write_concern.py:21(WriteConcern)
        1    0.000    0.000    0.000    0.000 parse.py:353(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 compat.py:22(<module>)
        3    0.000    0.000    0.000    0.000 datetime.py:2199(_create)
        1    0.000    0.000    0.000    0.000 response.py:18(Response)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 message.py:231(_Query)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
       14    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 zipfile.py:317(ZipInfo)
        1    0.000    0.000    0.000    0.000 socket.py:626(SocketIO)
        1    0.000    0.000    0.000    0.000 __init__.py:510(Formatter)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 escprober.py:35(EscCharSetProber)
        1    0.000    0.000    0.000    0.000 cookies.py:457(BaseCookie)
        1    0.000    0.000    0.000    0.000 thread_util.py:88(DummySemaphore)
        1    0.000    0.000    0.000    0.000 charsets.py:32(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:131(Classes)
        1    0.000    0.000    0.000    0.000 queue.py:27(Queue)
        4    0.000    0.000    0.000    0.000 mixins.py:55(_unary_method)
        1    0.000    0.000    0.000    0.000 request.py:1533(FTPHandler)
        4    0.000    0.000    0.000    0.000 core.py:3363(dtype)
        1    0.000    0.000    0.000    0.000 _internal.py:218(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:375(errstate)
        1    0.000    0.000    0.000    0.000 threading.py:210(Condition)
        1    0.000    0.000    0.000    0.000 authentication.py:156(MySQLSHA256PasswordAuthPlugin)
        1    0.000    0.000    0.000    0.000 poolmanager.py:135(PoolManager)
        1    0.000    0.000    0.000    0.000 common.py:367(Request)
        1    0.000    0.000    0.000    0.000 codec_options.py:94(TypeRegistry)
        1    0.000    0.000    0.000    0.000 request.py:2142(FancyURLopener)
        1    0.000    0.000    0.000    0.000 mbcharsetprober.py:34(MultiByteCharSetProber)
        1    0.000    0.000    0.000    0.000 chardistribution.py:151(GB2312DistributionAnalysis)
        1    0.000    0.000    0.000    0.000 common.py:331(CaseInsensitiveDict)
        1    0.000    0.000    0.000    0.000 read_preferences.py:327(__init__)
        1    0.000    0.000    0.000    0.000 base.py:77(GrantTypeBase)
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:1321(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 threading.py:94(_RLock)
        1    0.000    0.000    0.000    0.000 read_concern.py:20(ReadConcern)
        4    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        1    0.000    0.000    0.000    0.000 _datasource.py:272(DataSource)
        1    0.000    0.000    0.000    0.000 index_tricks.py:252(__init__)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        3    0.000    0.000    0.000    0.000 connection_cext.py:223(close)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:148(__subclasshook__)
        1    0.000    0.000    0.000    0.000 errors.py:14(OAuth1Error)
        1    0.000    0.000    0.000    0.000 FIELD_TYPE.py:1(<module>)
       11    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 connection.py:237(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 __init__.py:1520(CheckboxGroup)
        1    0.000    0.000    0.000    0.000 fields.py:125(RequestField)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 subprocess.py:136(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 npyio.py:122(NpzFile)
        1    0.000    0.000    0.000    0.000 structures.py:92(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:410(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 codecs.py:186(__init__)
        1    0.000    0.000    0.000    0.000 read_preferences.py:364(__init__)
        2    0.000    0.000    0.000    0.000 abstracts.py:787(raise_on_warnings)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 eucjpprober.py:36(EUCJPProber)
        1    0.000    0.000    0.000    0.000 cursor_cext.py:815(CMySQLCursorPrepared)
        1    0.000    0.000    0.000    0.000 traceback.py:440(TracebackException)
        5    0.000    0.000    0.000    0.000 six.py:177(_get_module)
        3    0.000    0.000    0.000    0.000 {method 'thread_id' of '_mysql_connector.MySQL' objects}
        1    0.000    0.000    0.000    0.000 errors.py:147(OperationFailure)
        1    0.000    0.000    0.000    0.000 authorization_code.py:67(AuthorizationCodeGrant)
        1    0.000    0.000    0.000    0.000 index_tricks.py:547(__init__)
        1    0.000    0.000    0.000    0.000 max_key.py:19(MaxKey)
        1    0.000    0.000    0.000    0.000 ssl.py:446(_ASN1Object)
        1    0.000    0.000    0.000    0.000 sjisprober.py:36(SJISProber)
        1    0.000    0.000    0.000    0.000 constants.py:601(CharacterSet)
        1    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
        1    0.000    0.000    0.000    0.000 latin1prober.py:96(Latin1Prober)
        5    0.000    0.000    0.000    0.000 datetime.py:46(_days_in_month)
        1    0.000    0.000    0.000    0.000 jpcntx.py:116(JapaneseContextAnalysis)
        1    0.000    0.000    0.000    0.000 extras.py:1474(MAxisConcatenator)
        2    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
        2    0.000    0.000    0.000    0.000 catch23.py:80(isunicode)
        1    0.000    0.000    0.000    0.000 regex.py:42(Regex)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 selectors.py:341(_PollLikeSelector)
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        1    0.000    0.000    0.000    0.000 records.py:234(record)
        1    0.000    0.000    0.000    0.000 objectid.py:43(_random_bytes)
        1    0.000    0.000    0.000    0.000 monitor.py:96(Monitor)
        1    0.000    0.000    0.000    0.000 intranges.py:1(<module>)
        1    0.000    0.000    0.000    0.000 constants.py:473(ServerFlag)
        1    0.000    0.000    0.000    0.000 index_tricks.py:302(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 tokenize.py:59(any)
        1    0.000    0.000    0.000    0.000 cursor.py:961(MySQLCursorBuffered)
        2    0.000    0.000    0.000    0.000 tokenize.py:60(maybe)
        1    0.000    0.000    0.000    0.000 constants.py:97(_Constants)
        3    0.000    0.000    0.000    0.000 datetime.py:41(_days_before_year)
        1    0.000    0.000    0.000    0.000 thread_util.py:28(Semaphore)
        1    0.000    0.000    0.000    0.000 monitoring.py:501(_CommandEvent)
        3    0.000    0.000    0.000    0.000 abstracts.py:128(_read_option_files)
        3    0.000    0.000    0.000    0.000 __init__.py:499(CFunctionType)
        1    0.000    0.000    0.000    0.000 configparser.py:1192(ConfigParser)
        1    0.000    0.000    0.000    0.000 getlimits.py:444(iinfo)
        1    0.000    0.000    0.000    0.000 structures.py:15(CaseInsensitiveDict)
        1    0.000    0.000    0.000    0.000 client_session.py:158(TransactionOptions)
        1    0.000    0.000    0.000    0.000 read_preferences.py:406(__init__)
        1    0.000    0.000    0.000    0.000 client.py:1356(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 signals.py:13(signal)
        1    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
        1    0.000    0.000    0.000    0.000 constants.py:557(ShutdownType)
        1    0.000    0.000    0.000    0.000 exceptions.py:13(TwythonError)
        1    0.000    0.000    0.000    0.000 big5prober.py:34(Big5Prober)
        1    0.000    0.000    0.000    0.000 tempfile.py:407(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 sre_parse.py:978(addgroup)
        1    0.000    0.000    0.000    0.000 gzip.py:393(_GzipReader)
        1    0.000    0.000    0.000    0.000 charsetgroupprober.py:32(CharSetGroupProber)
        1    0.000    0.000    0.000    0.000 auth.py:613(_AuthContext)
        1    0.000    0.000    0.000    0.000 connectionpool.py:834(HTTPSConnectionPool)
        4    0.000    0.000    0.000    0.000 functools.py:938(__set_name__)
        1    0.000    0.000    0.000    0.000 euctwprober.py:33(EUCTWProber)
        1    0.000    0.000    0.000    0.000 min_key.py:19(MinKey)
        1    0.000    0.000    0.000    0.000 pathlib.py:136(<setcomp>)
        1    0.000    0.000    0.000    0.000 database.py:1572(SystemJS)
        1    0.000    0.000    0.000    0.000 calendar.py:293(TextCalendar)
        5    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 errors.py:31(PyMongoError)
        1    0.000    0.000    0.000    0.000 code.py:21(Code)
        1    0.000    0.000    0.000    0.000 monitoring.py:232(ConnectionPoolListener)
        1    0.000    0.000    0.000    0.000 selectors.py:442(EpollSelector)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 warnings.py:477(__exit__)
        1    0.000    0.000    0.000    0.000 monotonic.py:2(<module>)
        1    0.000    0.000    0.000    0.000 string.py:161(Formatter)
        1    0.000    0.000    0.000    0.000 euckrprober.py:34(EUCKRProber)
        1    0.000    0.000    0.000    0.000 tempfile.py:123(_RandomNameSequence)
        9    0.000    0.000    0.000    0.000 _globals.py:77(__repr__)
        1    0.000    0.000    0.000    0.000 client_session.py:122(SessionOptions)
        1    0.000    0.000    0.000    0.000 __init__.py:1144(FieldsDict)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 os.py:752(decode)
        1    0.000    0.000    0.000    0.000 oauth1_auth.py:24(OAuth1)
        1    0.000    0.000    0.000    0.000 selectors.py:206(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 _policybase.py:271(Compat32)
        1    0.000    0.000    0.000    0.000 __init__.py:318(CDLL)
        1    0.000    0.000    0.000    0.000 codec_options.py:174(CodecOptions)
        1    0.000    0.000    0.000    0.000 __init__.py:1704(LabelElement)
        1    0.000    0.000    0.000    0.000 request.py:432(OpenerDirector)
        1    0.000    0.000    0.000    0.000 zipfile.py:1113(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.000    0.000 _datasource.py:626(Repository)
        1    0.000    0.000    0.000    0.000 threading.py:249(__exit__)
        2    0.000    0.000    0.000    0.000 threading.py:81(RLock)
        1    0.000    0.000    0.000    0.000 _exceptions.py:143(_ArrayMemoryError)
        1    0.000    0.000    0.000    0.000 collection.py:65(ReturnDocument)
        1    0.000    0.000    0.000    0.000 subprocess.py:1048(poll)
        1    0.000    0.000    0.000    0.000 dis.py:479(Bytecode)
        1    0.000    0.000    0.000    0.000 cursor.py:71(_ParamSubstitutor)
        1    0.000    0.000    0.000    0.000 models.py:60(RequestEncodingMixin)
        1    0.000    0.000    0.000    0.000 chardistribution.py:40(CharDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 results.py:94(UpdateResult)
        1    0.000    0.000    0.000    0.000 base.py:20(ValidatorsContainer)
        1    0.000    0.000    0.000    0.000 gb2312prober.py:33(GB2312Prober)
        1    0.000    0.000    0.000    0.000 constants.py:232(get_number_types)
        5    0.000    0.000    0.000    0.000 {method 'st_field_count' of '_mysql_connector.MySQL' objects}
        1    0.000    0.000    0.000    0.000 request.py:10(RequestMethods)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        1    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 six.py:160(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 results.py:20(_WriteResult)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.000    0.000 tokenize.py:45(TokenInfo)
        1    0.000    0.000    0.000    0.000 memmap.py:24(memmap)
        1    0.000    0.000    0.000    0.000 jpcntx.py:183(SJISContextAnalysis)
        5    0.000    0.000    0.000    0.000 {method 'st_server_status' of '_mysql_connector.MySQL' objects}
        1    0.000    0.000    0.000    0.000 monitoring.py:533(CommandStartedEvent)
        3    0.000    0.000    0.000    0.000 core.py:1368(getmask)
        1    0.000    0.000    0.000    0.000 records.py:319(recarray)
        1    0.000    0.000    0.000    0.000 client_session.py:863(_ServerSessionPool)
        1    0.000    0.000    0.000    0.000 message.py:467(_CursorAddress)
        3    0.000    0.000    0.000    0.000 {method 'st_server_capabilities' of '_mysql_connector.MySQL' objects}
        1    0.000    0.000    0.000    0.000 enums.py:17(LanguageFilter)
        1    0.000    0.000    0.000    0.000 __init__.py:1406(MultipleSelectOptions)
        1    0.000    0.000    0.000    0.000 cursor.py:1272(RawBatchCursor)
        1    0.000    0.000    0.000    0.000 langgreekmodel.py:34(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:563(_BaseAddress)
        1    0.000    0.000    0.000    0.000 random.py:709(SystemRandom)
        1    0.000    0.000    0.000    0.000 cookiejar.py:736(Cookie)
        1    0.000    0.000    0.000    0.000 monitoring.py:1100(ServerHeartbeatSucceededEvent)
        1    0.000    0.000    0.000    0.000 collation.py:93(Collation)
        1    0.000    0.000    0.000    0.000 __init__.py:5(<module>)
        1    0.000    0.000    0.000    0.000 optionfiles.py:116(MySQLOptionsParser)
        1    0.000    0.000    0.000    0.000 threading.py:246(__enter__)
        1    0.000    0.000    0.000    0.000 conversion.py:43(MySQLConverterBase)
        1    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 calendar.py:154(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2052(IPv6Network)
        1    0.000    0.000    0.000    0.000 langturkishmodel.py:36(<module>)
        1    0.000    0.000    0.000    0.000 machar.py:18(MachAr)
        1    0.000    0.000    0.000    0.000 response.py:70(ExhaustResponse)
        1    0.000    0.000    0.000    0.000 oauth1_session.py:31(TokenRequestDenied)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        6    0.000    0.000    0.000    0.000 core.py:852(__init__)
        1    0.000    0.000    0.000    0.000 web_application.py:19(WebApplicationClient)
        1    0.000    0.000    0.000    0.000 message.py:1045(_EncryptedBulkWriteContext)
        1    0.000    0.000    0.000    0.000 selectors.py:60(_SelectorMapping)
        5    0.000    0.000    0.000    0.000 datetime.py:441(_check_tzinfo_arg)
        6    0.000    0.000    0.000    0.000 _type_aliases.py:113(<genexpr>)
        1    0.000    0.000    0.000    0.000 langhebrewmodel.py:37(<module>)
        1    0.000    0.000    0.000    0.000 hooks.py:3(<module>)
        1    0.000    0.000    0.000    0.000 langthaimodel.py:36(<module>)
        1    0.000    0.000    0.000    0.000 monitoring.py:574(CommandSucceededEvent)
        8    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        3    0.000    0.000    0.000    0.000 core.py:812(__init__)
        1    0.000    0.000    0.000    0.000 cursor.py:53(CursorType)
        1    0.000    0.000    0.000    0.000 cookiejar.py:834(CookiePolicy)
        1    0.000    0.000    0.000    0.000 _internal.py:526(_Stream)
        1    0.000    0.000    0.000    0.000 datetime.py:1141(tzinfo)
        2    0.000    0.000    0.000    0.000 pathlib.py:60(__init__)
        1    0.000    0.000    0.000    0.000 write_concern.py:51(__init__)
        1    0.000    0.000    0.000    0.000 selectors.py:433(PollSelector)
        1    0.000    0.000    0.000    0.000 binary.py:344(UUIDLegacy)
        1    0.000    0.000    0.000    0.000 _datasource.py:144(_FileOpeners)
        1    0.000    0.000    0.000    0.000 core.py:2389(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 base.py:20(BaseEndpoint)
        1    0.000    0.000    0.000    0.000 subprocess.py:935(__del__)
        1    0.000    0.000    0.000    0.000 threading.py:494(Event)
        1    0.000    0.000    0.000    0.000 srv_resolver.py:41(_SrvResolver)
        1    0.000    0.000    0.000    0.000 bulk.py:572(BulkWriteOperation)
        1    0.000    0.000    0.000    0.000 index_tricks.py:296(__init__)
